STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,EDUCATION,Education level,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y55T64,55-64,U,Urban,PWD,Persons without disability,1,Primary education,2021,,26,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y55T64,55-64,U,Urban,PWD,Persons without disability,2,Lower secondary education,2021,,240,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y55T64,55-64,U,Urban,PWD,Persons without disability,3,Upper secondary education,2021,,377,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y55T64,55-64,U,Urban,PWD,Persons without disability,5-8,Tertiary education,2021,,182,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y55T64,55-64,U,Urban,PWD,Persons without disability,9,Level not stated,2021,,34,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,All education levels,2021,,596,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,0,Early childhood education,2021,,23,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,1,Primary education,2021,,32,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,2,Lower secondary education,2021,,127,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,3,Upper secondary education,2021,,229,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,5-8,Tertiary education,2021,,156,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,9,Level not stated,2021,,29,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,PD,Persons with disability,_T,All education levels,2021,,97,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,PD,Persons with disability,1,Primary education,2021,,7,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,PD,Persons with disability,2,Lower secondary education,2021,,20,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,PD,Persons with disability,3,Upper secondary education,2021,,44,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,PD,Persons with disability,5-8,Tertiary education,2021,,19,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,PWD,Persons without disability,_T,All education levels,2021,,499,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,PWD,Persons without disability,0,Early childhood education,2021,,18,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,PWD,Persons without disability,1,Primary education,2021,,25,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,PWD,Persons without disability,2,Lower secondary education,2021,,107,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,PWD,Persons without disability,3,Upper secondary education,2021,,185,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,PWD,Persons without disability,5-8,Tertiary education,2021,,137,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,_T,National,PWD,Persons without disability,9,Level not stated,2021,,27,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,_T,No breakdown by disability,_T,All education levels,2021,,596,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,_T,No breakdown by disability,0,Early childhood education,2021,,23,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,_T,No breakdown by disability,1,Primary education,2021,,32,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,_T,No breakdown by disability,2,Lower secondary education,2021,,127,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,_T,No breakdown by disability,3,Upper secondary education,2021,,229,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,_T,No breakdown by disability,5-8,Tertiary education,2021,,156,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,_T,No breakdown by disability,9,Level not stated,2021,,29,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,PD,Persons with disability,_T,All education levels,2021,,97,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,PD,Persons with disability,1,Primary education,2021,,7,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,PD,Persons with disability,2,Lower secondary education,2021,,20,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,PD,Persons with disability,3,Upper secondary education,2021,,44,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,PD,Persons with disability,5-8,Tertiary education,2021,,19,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,PWD,Persons without disability,_T,All education levels,2021,,499,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,PWD,Persons without disability,0,Early childhood education,2021,,18,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,PWD,Persons without disability,1,Primary education,2021,,25,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,PWD,Persons without disability,2,Lower secondary education,2021,,107,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,PWD,Persons without disability,3,Upper secondary education,2021,,185,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,PWD,Persons without disability,5-8,Tertiary education,2021,,137,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,M,Male,Y65T999,65+,U,Urban,PWD,Persons without disability,9,Level not stated,2021,,27,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,_T,All education levels,2021,,7597,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,0,Early childhood education,2021,,327,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,1,Primary education,2021,,276,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2,Lower secondary education,2021,,2252,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,3,Upper secondary education,2021,,3154,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,5-8,Tertiary education,2021,,1434,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,9,Level not stated,2021,,154,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,PD,Persons with disability,_T,All education levels,2021,,324,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,PD,Persons with disability,0,Early childhood education,2021,,24,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,PD,Persons with disability,1,Primary education,2021,,25,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,PD,Persons with disability,2,Lower secondary education,2021,,131,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,PD,Persons with disability,3,Upper secondary education,2021,,100,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,PD,Persons with disability,5-8,Tertiary education,2021,,36,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,PD,Persons with disability,9,Level not stated,2021,,8,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,PWD,Persons without disability,_T,All education levels,2021,,7273,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,PWD,Persons without disability,0,Early childhood education,2021,,303,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,PWD,Persons without disability,1,Primary education,2021,,251,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,PWD,Persons without disability,2,Lower secondary education,2021,,2121,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,PWD,Persons without disability,3,Upper secondary education,2021,,3054,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,PWD,Persons without disability,5-8,Tertiary education,2021,,1398,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,_T,National,PWD,Persons without disability,9,Level not stated,2021,,146,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,U,Urban,_T,No breakdown by disability,_T,All education levels,2021,,7597,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,U,Urban,_T,No breakdown by disability,0,Early childhood education,2021,,327,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,POPCNT,Population,F,Female,_T,All ages,U,Urban,_T,No breakdown by disability,1,Primary education,2021,,276,,N,units,,,,,,,,,,
